,country,startdate,enddate,duration,etype,escalation,target,npart,ndeath,locnum,issue,issuenote,riot,target cat,crime rate
447,Haiti,29-Aug-01,29-Aug-01,1,1,0,Government,3,0,3,10,About 100 opposition partisans marched.,0,2.0,10.0
448,Haiti,1-Oct-01,1-Oct-01,1,1,0,Government,3,0,1,10,"About 100 victims and relatives of the 1991 coup demonstrated to call for justice for the victims, trial of the guilty and the official dissolution of the army.",0,2.0,10.0
449,Haiti,2-Nov-01,2-Nov-01,1,2,0,Government,3,0,1,10,About 100 residents demonstrated to protest what they said was the inability of President Aristide's government to guarantee their safety.,0,2.0,10.0
450,Haiti,12-Nov-01,12-Nov-01,1,1,0,Government,2,0,4,10,Small Convergence-led demonstrations were held in Petit-Goave and Gonaives.,0,2.0,10.0
451,Haiti,12-Nov-01,12-Nov-01,1,1,0,Government,2,0,4,10,Small Convergence-led demonstrations were held in Petit-Goave and Gonaives.,0,2.0,10.0
452,Haiti,15-Nov-01,16-Nov-01,2,5,0,Government,-99,0,2,3,A two-day general strike was called to protest the lack of government services.,0,2.0,10.0
453,Haiti,15-Nov-01,15-Nov-01,1,2,0,Government,-99,0,1,3,"Slumdwellers blocked streets with flaming tire barricades to protest the lack of electricity, water and telephone service.",0,2.0,10.0
454,Haiti,29-Nov-01,29-Nov-01,1,5,0,Government,-99,0,5,10,"A general strike was held in Petit Goave, Miragoane and Jacmel.",0,2.0,10.0
455,Haiti,29-Nov-01,29-Nov-01,1,5,0,Government,-99,0,5,10,"A general strike was held in Petit Goave, Miragoane and Jacmel.",0,2.0,10.0
456,Haiti,29-Nov-01,29-Nov-01,1,5,0,Government,-99,0,5,10,"A general strike was held in Petit Goave, Miragoane and Jacmel.",0,2.0,10.0
457,Haiti,29-Nov-01,29-Nov-01,1,2,0,Government,-99,0,3,10,"Anti-government protesters set up flaming tire barricades, and two were arrested.",0,2.0,10.0
458,Haiti,17-Dec-01,17-Dec-01,1,4,0,Government,-99,0,3,10,Government opponents set fire to government supporters houses.,1,2.0,10.0
459,Haiti,17-Feb-02,17-Feb-02,1,2,0,Government,-99,0,2,10,Supporters of slain lawmaker Marc-Andre Dirogene built flaming tire barricades to block streets and shot into the air to protest his murder.,0,2.0,10.0
460,Haiti,22-Mar-02,22-Mar-02,1,2,0,Government,4,0,1,10,"About 1,000 supporters of Haiti's opposition rallied at the ruins of their headquarters to proclaim their right to political freedom.",0,2.0,10.0
461,Haiti,3-Jun-02,3-Jun-02,1,2,0,Government,3,0,3,10,"Hundreds of people marched and chanted, demanding punishment for the Aristide supporters who hacked a journalist to death six months before.",0,2.0,10.0
462,Haiti,2-Jul-02,8-Jul-02,7,3,0,Government,-99,0,2,10,"Supporters of a political activist arrested on arson charges set up barricades, shot into the air and at police patrols, and set fire to a provincial customs house.",1,2.0,10.0
463,Haiti,3-Aug-02,3-Aug-02,1,1,0,Government,3,0,2,10,The Cannibal Army demonstrated against the government.,0,2.0,10.0
464,Haiti,5-Aug-02,5-Aug-02,1,3,0,Government,4,0,2,10,Thousands of anti-government protesters rioted.,1,2.0,10.0
465,Haiti,8-Aug-02,8-Aug-02,1,1,0,Government,-99,0,2,10,Jean Tatoune led an anti-government protest.,0,2.0,10.0
466,Haiti,19-Sep-02,19-Sep-02,1,2,0,Government,3,0,1,7,About 100 university students and their supporters marched to demand the immediate reinstatement of the administrative board.,0,2.0,10.0
467,Haiti,14-Nov-02,14-Nov-02,1,6,0,Government,-99,0,1,7,Professors went on strike to demand the Haiti State University's autonomy from the state.,0,2.0,10.0
468,Haiti,14-Nov-02,14-Nov-02,1,2,0,Government,4,0,1,7,"More than 1,000 students demonstrated in front of the Parliament building to demand Parliament withdraw a bill clarifying the university's autonomy.",0,2.0,10.0
469,Haiti,15-Nov-02,15-Nov-02,1,2,0,Government,4,0,1,7,"Thousands of students temporarily occupied the state university's administrative building, demanding that the government reinstate the university's dissolved board and the university's former rector.",0,2.0,10.0
470,Haiti,17-Nov-02,17-Nov-02,1,1,0,Government,5,0,4,10,The Citizens Initiative and other opposition groups protested against the government.,0,2.0,10.0
471,Haiti,17-Nov-02,17-Nov-02,1,1,0,Government,5,0,4,10,The Citizens Initiative and other opposition groups protested against the government.,0,2.0,10.0
472,Haiti,18-Nov-02,18-Nov-02,1,2,0,Government,4,0,3,10,Thousands marched to demand justice for slain journalist Brignol Lindor.,0,2.0,10.0
473,Haiti,20-Nov-02,20-Nov-02,1,2,0,Government,4,0,3,3,"Thousands of protesters demonstrated against the high cost of living, increased school exam fees and against Aristide and forced their way into a police station courtyard and clashed with police.",0,2.0,10.0
474,Haiti,21-Nov-02,21-Nov-02,1,2,4,Government,4,0,4,10,Thousands of students protested demanding President Aristide's resignation and students disrupted a pro-government demonstration by throwing rocks.,1,2.0,10.0
475,Haiti,21-Nov-02,21-Nov-02,1,2,4,Government,4,0,4,10,Thousands of students protested demanding President Aristide's resignation and students disrupted a pro-government demonstration by throwing rocks.,1,2.0,10.0
476,Haiti,21-Nov-02,21-Nov-02,1,2,4,Government,4,0,4,10,Thousands of students protested demanding President Aristide's resignation and students disrupted a pro-government demonstration by throwing rocks.,1,2.0,10.0
477,Haiti,25-Nov-02,25-Nov-02,1,2,4,Government,4,0,4,3,Protests were held against Aristide's government and against poor living conditions and clashes erupted between Aristide supporters and protesters.,1,2.0,10.0
478,Haiti,25-Nov-02,25-Nov-02,1,2,4,Government,4,0,4,3,Protests were held against Aristide's government and against poor living conditions and clashes erupted between Aristide supporters and protesters.,1,2.0,10.0
479,Haiti,25-Nov-02,25-Nov-02,1,2,4,Government,4,0,4,3,Protests were held against Aristide's government and against poor living conditions and clashes erupted between Aristide supporters and protesters.,1,2.0,10.0
480,Haiti,26-Nov-02,26-Nov-02,1,2,4,Government,4,0,3,10,"More than 1,000 Haitians demonstrated against President Aristide and gun-wielding Aristide supporters pelted the protesters with rocks and one person was shot.",1,2.0,10.0
481,Haiti,28-Nov-02,28-Nov-02,1,2,4,Government,4,0,2,10,"5,000 anti-government protesters were pelted with stones and beaten by more than 1,000 government supporters and a police officer was also shot.",1,2.0,10.0
482,Haiti,28-Nov-02,28-Nov-02,1,2,4,Government,-99,1,3,10,"An anti-government protest led to a clash with pro-government protesters, during which a judge was killed.",1,2.0,10.0
483,Haiti,28-Nov-02,28-Nov-02,1,2,0,Government,4,0,3,10,"3,000 people participated in a peaceful anti-government demonstration.",0,2.0,10.0
484,Haiti,28-Nov-02,28-Nov-02,1,2,0,Government,4,0,3,10,"3,000 people participated in a peaceful anti-government demonstration.",0,2.0,10.0
485,Haiti,29-Nov-02,29-Nov-02,1,2,0,Government,4,0,2,10,"More than 1,000 people participated in an anti-government demonstration.",0,2.0,10.0
486,Haiti,29-Nov-02,29-Nov-02,1,2,0,Government,3,0,2,10,A few hundred people participated in an anti-government protest.,0,2.0,10.0
487,Haiti,2-Dec-02,2-Dec-02,1,2,9,Government,-99,0,2,10,"An anti-government protest was held, and during it one man was shot in head and hospitalized.",1,2.0,10.0
488,Haiti,3-Dec-02,3-Dec-02,1,2,4,Government,4,0,1,10,"Thousands of anti-government protesters were broken up by police who fired tear gas, and Aristide supporters wielded whips and hurled rocks at protesters.",1,2.0,10.0
489,Haiti,3-Dec-02,3-Dec-02,1,2,4,Government,4,0,3,10,"2,000 anti-government marchers led to two men being shot by Aristide supporters and police fired tear gas; the protesters also called for justice in the death of journalist Brignol Lindor.",1,2.0,10.0
490,Haiti,3-Dec-02,3-Dec-02,1,2,0,Government,4,0,2,10,"An anti-government march of about 2,000 people was broken up by police, who fired tear gas.",0,2.0,10.0
491,Haiti,3-Dec-02,3-Dec-02,1,2,0,Government,3,0,2,10,An anti-government protest of 500 people was broken up by police using batons.,0,2.0,10.0
492,Haiti,4-Dec-02,4-Dec-02,1,5,0,Government,-99,0,7,10,A general strike was called to protest the Aristide government.,0,2.0,10.0
493,Haiti,4-Dec-02,4-Dec-02,1,5,0,Government,-99,0,7,10,A general strike was called to protest the Aristide government.,0,2.0,10.0
494,Haiti,4-Dec-02,4-Dec-02,1,5,0,Government,-99,0,7,10,A general strike was called to protest the Aristide government.,0,2.0,10.0
495,Haiti,4-Dec-02,4-Dec-02,1,5,0,Government,-99,0,7,10,A general strike was called to protest the Aristide government.,0,2.0,10.0
496,Haiti,5-Dec-02,5-Dec-02,1,6,0,Government,-99,0,1,7,"Students and faculty at Haiti's State University closed the school for the day, demanding more autonomy from the state.",0,2.0,10.0
497,Haiti,5-Dec-02,5-Dec-02,1,2,4,Government,-99,0,1,10,Students protesting violence against opponents of President Aristide pushed around reporters and broke their equipment.,1,2.0,10.0
498,Haiti,17-Dec-02,17-Dec-02,1,1,0,Government,3,0,1,10,Opposition leaders and supporters held a protest.,0,2.0,10.0
499,Haiti,22-Dec-02,22-Dec-02,1,2,4,Government,3,0,2,10,Hundreds marched to protest the Aristide government and a dozen Aristide partisans opened fire on the protesters and threw urine-filled bottles and rocks and police fired tear gas.,1,2.0,10.0
500,Haiti,7-Jan-03,7-Jan-03,1,6,0,Government,-99,0,7,2,Taxi and bus drivers staged a one-day strike to protest the rise in gas prices.,0,2.0,10.0
501,Haiti,7-Jan-03,7-Jan-03,1,6,0,Government,-99,0,7,2,Taxi and bus drivers staged a one-day strike to protest the rise in gas prices.,0,2.0,10.0
502,Haiti,7-Jan-03,7-Jan-03,1,6,0,Government,-99,0,7,2,Taxi and bus drivers staged a one-day strike to protest the rise in gas prices.,0,2.0,10.0
503,Haiti,8-Jan-03,8-Jan-03,1,2,4,Government,-99,1,2,10,"Protesters demonstrated to demand the resignation of Aristide and police intervened and rocks were thrown at them; once rocks were thrown, police opened fire on the protesters, shooting and killing one.",1,2.0,10.0
504,Haiti,10-Jan-03,10-Jan-03,1,2,4,Government,-99,0,1,10,An anti-government protest of about 200 people turned violent when Aristide protesters and opponents threw rocks and police fired tear gas.,1,2.0,10.0
505,Haiti,13-Jan-03,13-Jan-03,1,6,0,Government,-99,0,2,2,A transportation strike was held over gas prices.,0,2.0,10.0
506,Haiti,14-Jan-03,15-Jan-03,2,6,0,Government,-99,0,7,2,Transport unions called a 48-hour strike to protest gas prices.,0,2.0,10.0
507,Haiti,14-Jan-03,15-Jan-03,2,6,0,Government,-99,0,7,2,Transport unions called a 48-hour strike to protest gas prices.,0,2.0,10.0
508,Haiti,14-Jan-03,15-Jan-03,2,6,0,Government,-99,0,7,2,Transport unions called a 48-hour strike to protest gas prices.,0,2.0,10.0
509,Haiti,16-Jan-03,17-Jan-03,2,6,0,Government,-99,0,7,2,"Public and private school teachers staged a two-day nationwide strike, urging Haiti's government to raise wages and lower gasoline prices as well as insurance benefits and improvement in school facilities.",0,2.0,10.0
510,Haiti,23-Jan-03,23-Jan-03,1,5,0,Government,-99,0,4,2,"A general strike was called to protest the government's political, social and economic mismanagement and its failure to create a safe environment for elections.",0,2.0,10.0
511,Haiti,23-Jan-03,23-Jan-03,1,5,0,Government,-99,0,4,2,"A general strike was called to protest the government's political, social and economic mismanagement and its failure to create a safe environment for elections.",0,2.0,10.0
512,Haiti,23-Jan-03,23-Jan-03,1,5,0,Government,-99,0,4,2,"A general strike was called to protest the government's political, social and economic mismanagement and its failure to create a safe environment for elections.",0,2.0,10.0
513,Haiti,23-Jan-03,23-Jan-03,1,5,0,Government,-99,0,4,2,"A general strike was called to protest the government's political, social and economic mismanagement and its failure to create a safe environment for elections.",0,2.0,10.0
514,Haiti,29-Jan-03,31-Jan-03,3,6,0,Government,-99,0,7,2,"A three day strike was called by government teachers, demanding a 250 percent salary increase.",0,2.0,10.0
515,Haiti,8-Feb-03,8-Feb-03,1,1,0,Government,4,0,2,10,An anti government protest was held.,0,2.0,10.0
516,Haiti,17-Feb-03,11-Mar-03,23,6,0,Government,-99,0,4,10,Judges in Port-Au-Prince and other cities staged a 3-week strike to protest the suspension of a judge who was accused of wrongly releasing a man in a drug trafficking case.,0,2.0,10.0
517,Haiti,17-Feb-03,11-Mar-03,23,6,0,Government,-99,0,4,10,Judges in Port-Au-Prince and other cities staged a 3-week strike to protest the suspension of a judge who was accused of wrongly releasing a man in a drug trafficking case.,0,2.0,10.0
518,Haiti,7-Mar-03,7-Mar-03,1,1,0,Government,3,0,1,2,Women of the Rising Sun held a demonstration of about 100 women to protest the economic conditions in Haiti and urge Aristide to step down early.,0,2.0,10.0
519,Haiti,10-Mar-03,10-Mar-03,1,1,0,Government,-99,0,1,2,Women's rights groups held a protest and police briefly detained protest leaders.,0,2.0,10.0
520,Haiti,19-Mar-03,19-Mar-03,1,2,0,Government,3,0,1,1,Aristide supporters held a demonstration.,0,2.0,10.0
521,Haiti,20-Mar-03,20-Mar-03,1,2,0,Government,3,0,1,10,300 anti-government protesters outside the National Palace were beaten by police using nightsticks who also fired tear gas and journalists were also beaten.,0,2.0,10.0
522,Haiti,3-Apr-03,3-Apr-03,1,6,0,Government,-99,0,1,10,Most private radio station suspended newscasts to protest attacks on reporters three years after the country's most prominent journalist was gunned down.,0,2.0,10.0
523,Haiti,3-Apr-03,3-Apr-03,1,2,0,Government,3,0,1,10,"Protesters marched peacefully from Radio Haiti Inter, the station slain reporter Jean Dominique owned, to a central square.",0,2.0,10.0
524,Haiti,30-Aug-03,30-Aug-03,1,1,4,Government,4,0,2,10,"Thousands of civil society group members and government opponents held a protest that was broken up by police who fired tear gas and also fired live rounds and rocks were thrown, injuring at least five police.",1,2.0,10.0
525,Haiti,4-Sep-03,4-Sep-03,1,2,0,Government,3,0,1,10,"100 anti-government activists demonstrated in front of the Organization of American States' offices, asking the hemispheric organization to refuse to recognize President Aristide's legitimacy.",0,2.0,10.0
526,Haiti,14-Sep-03,14-Sep-03,1,2,4,Government,4,0,2,10,"4,000 opposition members demonstrated against the government, and more than a dozen people were injured when police tried to disperse the protest and when protesters threw rocks and bottles at pro-government protesters.",1,2.0,10.0
527,Haiti,23-Sep-03,1-Oct-03,9,2,4,Government,4,1,2,10,"Protesters called for Aristide to step down; police exchanged gunfire with some of the protesters and fired tear gas; over seven days of protest, one person was killed.",1,2.0,10.0
528,Haiti,5-Oct-03,5-Oct-03,1,2,0,Government,3,0,2,10,About 100 opposition supporters went into the streets to protest Aristide's government.,0,2.0,10.0
529,Haiti,6-Oct-03,6-Oct-03,1,4,0,Government,4,0,2,10,More than a thousand mourners at a funeral for slain gang leader Amiot Metayer hurled rocks at police.,1,2.0,10.0
530,Haiti,6-Oct-03,7-Oct-03,2,5,0,Government,-99,0,2,10,A two-day strike was called by the North District Front to protest against Aristide.,0,2.0,10.0
531,Haiti,8-Oct-03,8-Oct-03,1,4,0,Government,-99,0,2,10,"Anti-government protesters demonstrated and smashed the windows of vehicles with rocks, demanding Aristide's resignation; one person was shot in clashes with police.",1,2.0,10.0
532,Haiti,13-Oct-03,15-Oct-03,3,2,4,Government,4,0,2,10,Anti-government protesters demonstrated and some protesters threw rocks at police and police fired tear gas to disperse the protesters.,1,2.0,10.0
533,Haiti,15-Oct-03,15-Oct-03,1,2,4,Government,3,0,2,10,"Hundreds of anti-government protesters demonstrated to demand the ouster of Aristide and police and protesters exchanged gunfire, with one protester being shot in the head and a police officer shot.",1,2.0,10.0
534,Haiti,20-Oct-03,20-Oct-03,1,1,4,Government,3,0,2,10,"A protest of 100 anti-government demonstrators was broken up by police using clubs; after police broke up the march, the protesters began marching again and a man threw rocks at the protesters who threw rocks back.",1,2.0,10.0
535,Haiti,20-Oct-03,20-Oct-03,1,1,0,Government,3,0,2,10,The Gonaives Resistance Front held an anti-government demonstration.,0,2.0,10.0
536,Haiti,29-Oct-03,29-Oct-03,1,1,4,Government,2,0,1,10,"50 women's rights activists protested the deaths of two women allegedly shot and killed by police, and their demonstration was broken up by about 30 Aristide supporters who threw rocks.",1,2.0,10.0
537,Haiti,3-Nov-03,3-Nov-03,1,2,0,Government,3,0,1,10,"Hundreds of Amiot Metayer supporters demonstrated, accusing Cite Soleil Mayor Fritz Joseph of having sent a rival to kill Wilson Lemaire.",0,2.0,10.0
538,Haiti,13-Nov-03,13-Nov-03,1,2,4,Government,3,0,1,10,University students and opposition activists held a protest against the government.,1,2.0,10.0
539,Haiti,17-Nov-03,17-Nov-03,1,5,0,Government,-99,0,4,10,184 different civil groups called a one-day general strike to protest police breaking up a protest on November 14.,0,2.0,10.0
540,Haiti,17-Nov-03,17-Nov-03,1,5,0,Government,-99,0,4,10,184 different civil groups called a one-day general strike to protest police breaking up a protest on November 14.,0,2.0,10.0
541,Haiti,25-Nov-03,28-Nov-03,4,1,0,Government,1,0,1,10,"Members of nine different civil groups occupied the conference room in the Organization of American State's main office, saying they won't leave until the organization intervenes and the government releases detained protesters.",0,2.0,10.0
542,Haiti,28-Nov-03,28-Nov-03,1,1,4,Government,-99,0,1,10,Students demanding Aristide resign and the release of two detained business leaders were pelted with rocks by Aristide supporters and were splashed with poison ivy-spiked water and police used billy clubs on some.,1,2.0,10.0
543,Haiti,28-Nov-03,28-Nov-03,1,2,4,Government,-99,1,2,10,Government opponents gathered to mark the deaths of three students shot to death by the Haitian army during an anti-government rally and clashed with police; shots rang out and one person was killed.,1,2.0,10.0
544,Haiti,5-Dec-03,5-Dec-03,1,2,4,Government,3,0,1,10,"About 100 students demanding that Aristide resign clashed with government supporters; rocks were thrown, and students ransacked two university buildings, injuring at least 14 people.",1,2.0,10.0
545,Haiti,6-Dec-03,6-Dec-03,1,2,4,Government,-99,0,2,10,"An anti-government demonstration was held, and two children were shot and wounded.",1,2.0,10.0
546,Haiti,8-Dec-03,8-Dec-03,1,2,4,Government,3,3,2,10,"Hundreds of students and others protested, calling for Aristide to resign and police fired tear gas, shots were fired and three people were killed in clashes with police.",1,2.0,10.0
547,Haiti,11-Dec-03,11-Dec-03,1,2,4,Government,-99,3,2,10,Three people were killed when an anti-government demonstration led to clashes with police and Aristide supporters.,1,2.0,10.0
548,Haiti,11-Dec-03,13-Dec-03,3,1,4,Government,4,0,1,10,"Thousands of university students over three days chanted anti-Aristide slogans and Aristide supporters shot at them, and police fired tear gas and shot in the air.",1,2.0,10.0
549,Haiti,12-Dec-03,12-Dec-03,1,2,0,Government,-99,0,3,10,A demonstration was held calling for President Aristide to step down.,0,2.0,10.0
550,Haiti,12-Dec-03,12-Dec-03,1,2,4,Government,4,0,1,10,"Thousands of protesters demanding the ouster of Aristide had rocks thrown at them by Aristide supporters and were also shot at, with three people being injured and police fired shots and tear gas.",1,2.0,10.0
551,Haiti,15-Dec-03,15-Dec-03,1,2,0,Government,3,0,1,10,"Students demonstrated calling for Aristide to step down, and police fired tear gas and arrested three.",0,2.0,10.0
552,Haiti,16-Dec-03,16-Dec-03,1,5,0,Government,-99,0,1,10,A strike was held to protest against the Aristide government.,0,2.0,10.0
553,Haiti,17-Dec-03,17-Dec-03,1,2,4,Government,3,0,1,10,Several hundred anti-government protesters had tear gas fired at them by police and several were arrested; at least 3 were shot and wounded by Aristide supporters.,1,2.0,10.0
554,Haiti,17-Dec-03,17-Dec-03,1,2,0,Government,-99,0,3,10,An anti-government protest was held.,0,2.0,10.0
555,Haiti,17-Dec-03,17-Dec-03,1,2,0,Government,-99,0,2,10,An anti-government protest was held.,0,2.0,10.0
556,Haiti,17-Dec-03,17-Dec-03,1,2,0,Government,-99,0,2,10,An anti-government protest was held.,0,2.0,10.0
557,Haiti,17-Dec-03,17-Dec-03,1,2,4,Government,-99,1,3,10,An anti-government protest was held and police killed a teenage boy; protesters then torched several government buildings.,1,2.0,10.0
558,Haiti,22-Dec-03,22-Dec-03,1,2,9,Government,5,2,1,10,"More than 10,000 people took part in an anti-government demonstration, and gunmen drove by in a truck and shot at the protesters, and one or two people were killed and police returned fire.",1,2.0,10.0
559,Haiti,22-Dec-03,22-Dec-03,1,1,9,Government,-99,8,2,10,"During an anti-government protests, eight people were killed by Aristide supporters.",1,2.0,10.0
560,Haiti,23-Dec-03,23-Dec-03,1,1,0,Government,4,0,1,10,"More than 1,000 musicians held a free concert calling for President Aristide's resignation while artists painted rainbows over pro-government graffiti.",0,2.0,10.0
561,Haiti,24-Dec-03,24-Dec-03,1,2,0,Government,4,0,1,10,"About 2,000 medical students and doctors and others protested against the Aristide government.",0,2.0,10.0
562,Haiti,26-Dec-03,26-Dec-03,1,1,0,Government,4,0,1,10,University students organized a protest of thousands against the Aristide government.,0,2.0,10.0
563,Haiti,28-Dec-03,28-Dec-03,1,1,0,Government,2,0,2,10,"A protest march against President Aristide with dozens of people was held, and police arrested Eliscar Charles, allegedly for organizing an illegal demonstration.",0,2.0,10.0
564,Haiti,30-Dec-03,30-Dec-03,1,1,4,Government,4,0,1,10,An anti-government protest was held and police fired tear gas and shot two people; the protesters later re-grouped and were broken up again and a gunfight broke out.,1,2.0,10.0
565,Haiti,1-Jan-04,1-Jan-04,1,2,4,Government,4,0,1,10,"An anti-government protest led to clashes, with shots being fired.",1,2.0,10.0
566,Haiti,7-Jan-04,7-Jan-04,1,2,4,Government,4,2,1,10,"Thousands of opposition protesters clashed with Aristide supporters, and one student was shot and killed by Aristide supporters and police used batons on the protesters and shot and killed an Aristide supporter.",1,2.0,10.0
567,Haiti,8-Jan-04,9-Jan-04,2,5,0,Government,-99,0,4,10,A two-day general strike was called in an attempt to force President Aristide out of office.,0,2.0,10.0
568,Haiti,8-Jan-04,9-Jan-04,2,5,0,Government,-99,0,4,10,A two-day general strike was called in an attempt to force President Aristide out of office.,0,2.0,10.0
569,Haiti,8-Jan-04,9-Jan-04,2,5,0,Government,-99,0,4,10,A two-day general strike was called in an attempt to force President Aristide out of office.,0,2.0,10.0
570,Haiti,11-Jan-04,11-Jan-04,1,2,4,Government,5,0,1,10,"Tens of thousands of people participated in an anti-government demonstration, and Aristide partisans threw sticks at the marchers at one point.",1,2.0,10.0
571,Haiti,12-Jan-04,12-Jan-04,1,2,0,Government,-99,0,-99,10,Students held an anti-government demonstration.,0,2.0,10.0
572,Haiti,16-Jan-04,16-Jan-04,1,2,4,Government,3,0,1,10,"Hundreds of students protesting the death of an anti-government activist had stones hurled at them by Aristide supporters, and police fired tear gas and bullets in the air.",1,2.0,10.0
573,Haiti,18-Jan-04,18-Jan-04,1,1,4,Government,4,0,1,10,"4,000 people took part in a rally against Aristide, calling for him to resign and Aristide supporters threw rocks, breaking windows at Haiti's national television station and police repressed the event.",1,2.0,10.0
574,Haiti,18-Jan-04,18-Jan-04,1,2,4,Government,-99,1,3,10,An anti-government protest led one person to be shot and killed.,1,2.0,10.0
575,Haiti,19-Jan-04,19-Jan-04,1,2,4,Government,3,0,1,10,"200 students and teachers held a protest against Aristide, and police hit some of the students with clubs and fired tear gas and warning shots; students then threw stones at private schools.",1,2.0,10.0
576,Haiti,21-Jan-04,21-Jan-04,1,2,0,Government,-99,0,2,10,"A protest against Aristide by law school students was broken up by police who fired shots, with three people being injured.",0,2.0,10.0
577,Haiti,26-Jan-04,26-Jan-04,1,2,0,Government,3,0,1,10,"More than 400 students protested against the Aristide government, and after the protest they ran victory laps around a university building.",0,2.0,10.0
578,Haiti,26-Jan-04,26-Jan-04,1,2,0,Government,3,0,2,10,About 400 anti-government protesters held a demonstration.,0,2.0,10.0
579,Haiti,27-Jan-04,27-Jan-04,1,2,9,Government,-99,0,3,10,"A protest calling for Aristide's resignation was held, and 11 of the protesters were shot and wounded by pro-government militants.",1,2.0,10.0
580,Haiti,27-Jan-04,27-Jan-04,1,1,0,Government,5,0,1,10,"At least 15,000 protesters called for Aristide's resignation.",0,2.0,10.0
581,Haiti,28-Jan-04,28-Jan-04,1,2,4,Government,3,1,1,10,200 student protesters demanded Aristide's resignation and Aristide supporters hurled rocks at the protesters and police fired tear gas and bullets and detained about 10 protesters; one of the students later died.,1,2.0,10.0
582,Haiti,28-Jan-04,28-Jan-04,1,4,0,Government,2,0,1,10,About 15 students set a roadblock ablaze in front of the hospital to protest the death of a student protester and stoned police and police arrested all of them and fired shots in the air.,1,2.0,10.0
583,Haiti,31-Jan-04,31-Jan-04,1,1,4,Government,4,0,2,10,"Opposition protesters were attacked by Aristide supporters, who fired shots and threw rocks and bottles at them, injuring several. ",1,2.0,10.0
584,Haiti,1-Feb-04,1-Feb-04,1,1,0,Government,5,0,1,10,Tens of thousands of government opponents marched to demand Aristide's resignation.,0,2.0,10.0
585,Haiti,3-Feb-04,3-Feb-04,1,2,4,Government,-99,1,3,10,"An anti-government protest was held, and one protester was reported killed and about 10 were wounded in unclear circumstances, and police fired shots in the air to disperse the protest.",1,2.0,10.0
586,Haiti,3-Feb-04,3-Feb-04,1,4,0,Government,3,0,1,10,"About 100 students set up flaming tire barricades and threw stones, and police fired tear gas to disperse them.",1,2.0,10.0
587,Haiti,4-Feb-04,4-Feb-04,1,2,4,Government,3,0,1,10,100 students demonstrated outside a courthouse where a protest leader was being questioned and Aristide supporters and opponents threw rocks and bottles and police detained five.,1,2.0,10.0
588,Haiti,6-Feb-04,6-Feb-04,1,2,0,Government,3,0,2,10,An anti-government demonstration was held.,0,2.0,10.0
589,Haiti,6-Feb-04,6-Feb-04,1,2,4,Government,-99,0,1,10,"An anti-government march was held, and one student was shot and wounded by gunmen and police fired tear gas to break up the protest.",1,2.0,10.0
590,Haiti,6-Feb-04,6-Feb-04,1,2,0,Government,4,0,2,10,Thousands of protesters marched vowing to repel any attempt to retake the city.,0,2.0,10.0
591,Haiti,9-Feb-04,9-Feb-04,1,2,4,Government,-99,1,3,10,"Clashes erupted between pro- and anti-government protesters, and police fired shots in the air; an Aristide supporter was shot and killed in unclear circumstances.",1,2.0,10.0
592,Haiti,15-Feb-04,15-Feb-04,1,1,0,Government,4,0,1,10,"About 1,000 members of the Democratic Platform held a protest, demanding Aristide's resignation, and police fired tear gas at some of the protesters.",0,2.0,10.0
593,Haiti,15-Feb-04,15-Feb-04,1,2,0,Government,3,0,1,10,About 200 protesters demanding Aristide's resignation put roadblocks in the streets and police arrested four of them.,0,2.0,10.0
594,Haiti,17-Feb-04,17-Feb-04,1,2,0,Government,-99,0,3,10,Residents staged a pro-rebel demonstration.,0,2.0,10.0
595,Haiti,19-Feb-04,19-Feb-04,1,2,0,Government,4,0,2,10,Thousands of people marched to show support for rebels in Gonaives.,0,2.0,10.0
596,Haiti,20-Feb-04,20-Feb-04,1,2,4,Government,4,0,1,10,"An anti-government protest of about 1,000 people was broken up by Aristide supporters, who fired on the protesters and threw rocks and bottles at them, injuring at least 14 people.",1,2.0,10.0
597,Haiti,22-Feb-04,23-Feb-04,2,2,0,Government,4,0,2,10,Pro-rebel demonstrators held an anti-government protest.,0,2.0,10.0
598,Haiti,5-Mar-04,5-Mar-04,1,2,0,Government,4,0,1,10,Aristide supporters demonstrated against the government and against foreign interference in Haiti.,0,2.0,10.0
599,Haiti,9-Mar-04,9-Mar-04,1,4,0,Government,-99,0,1,10,Loyalists demanding the return of President Aristide set up flaming barricades and stoned cars.,1,2.0,10.0
600,Haiti,11-Mar-04,11-Mar-04,1,1,4,Government,4,2,1,10,"A protest was held against the government and United States and police used tear gas and a shootout occured between police and protesters and two people were killed; after this, crowds rampaged.",1,2.0,10.0
601,Haiti,16-Mar-04,16-Mar-04,1,2,0,Government,2,0,1,10,"dozens of young men demonstrated, demanding Aristide's return and the departure of a U.S.-led international peacekeeping force.",0,2.0,10.0
602,Haiti,18-May-04,18-May-04,1,2,4,Government,4,1,1,10,"Thousands of people protested to demand Aristide's return, and police fired tear gas and warning shots; the crowd began hitting government vehicles with rocks; one protester killed in unclear circumstances.",1,2.0,10.0
603,Haiti,18-Jun-04,18-Jun-04,1,2,0,Government,4,0,1,10,Aristide supporters held a demonstration against the government and U.S.,0,2.0,10.0
604,Haiti,28-Jul-04,28-Jul-04,1,2,0,Government,4,0,1,10,Aristide supporters held a demonstration against the government and U.S.,0,2.0,10.0
